district,mandal,village,lat,long,date,value
SURYAPET,Penpahad,PENPAHAD,79.67,17.04,01/07/23,9.85
SURYAPET,Suryapet,BALEMLA,79.59,17.2,01/07/23,1.22
SURYAPET,Suryapet,SURYAPET,79.62,17.13,01/07/23,6.59
SURYAPET,Thirumalagiri,THATIPAMULA,79.39,17.48,01/07/23,12.71
VIKARABAD,Bantwaram,Bantwaram,77.7,17.45,01/07/23,7.62
VIKARABAD,Basheerabad,Basheerabad,77.44,17.21,01/07/23,7.21
VIKARABAD,Bomraspeta,Bomraspet,77.72,17.16,01/07/23,7.8
VIKARABAD,Bomraspeta,Madnapally,77.77,17.22,01/07/23,3.1
VIKARABAD,Dharur,Antharam,77.82,17.24,01/07/23,16.3
VIKARABAD,Dharur,Dharoor,77.77,17.3,01/07/23,9.03
VIKARABAD,Doma,Doma,77.84,17.09,01/07/23,12.06
VIKARABAD,Doulatabad,Doulathabad,77.54,17,01/07/23,3.4
VIKARABAD,Kodangal,Kodangal,77.6,17.1,01/07/23,3.3
VIKARABAD,Kodangal,Rudraram (D),77.51,17.13,01/07/23,10.78
VIKARABAD,Kodangal,Rudraram (S),77.51,17.13,01/07/23,10.5
VIKARABAD,Kulkacharla,Kulkacherla,77.88,17.02,01/07/23,5.1
VIKARABAD,Kulkacharla,Puttaphad ,77.86,16.96,01/07/23,25.75
VIKARABAD,Marpalle,Marpalli,77.77,17.53,01/07/23,15.4
VIKARABAD,Marpalle,Narsapur,77.83,17.57,01/07/23,17.33
VIKARABAD,Mominpet,Durgam Cheruvu,77.86,17.45,01/07/23,5.56
VIKARABAD,Mominpet,Mominpet,77.89,17.52,01/07/23,5.83
VIKARABAD,Nawabpet,Nawabpet,77.97,17.43,01/07/23,
VIKARABAD,Nawabpet,Vattinenipally(s),77.98,17.45,01/07/23,4.94
VIKARABAD,Pargi,Parigi,77.88,17.18,01/07/23,15.73
VIKARABAD,Peddemul,Kandanelli,77.65,17.29,01/07/23,3.6
VIKARABAD,Peddemul,Peddamul,77.66,17.33,01/07/23,8.43
VIKARABAD,Peddemul,Thattepalli,77.66,17.33,01/07/23,13.54
VIKARABAD,Pudur,Chengamala,78.03,17.26,01/07/23,5.96
VIKARABAD,Pudur,Pedda Umintyal,77.98,17.23,01/07/23,3.9
VIKARABAD,Pudur,Pudur,77.96,17.26,01/07/23,12.33
VIKARABAD,Tandur,Kota Basupally,77.5,17.33,01/07/23,6.13
VIKARABAD,Tandur,Tandur,77.59,17.25,01/07/23,5.09
VIKARABAD,Vikarabad,Maildevarpally,77.51423,16.57,01/07/23,35.48
VIKARABAD,Vikarabad,Vikarabad(S),77.91,17.32,01/07/23,12.6
VIKARABAD,Yelal,Yalal,77.64,17.2,01/07/23,10.72
VIKARABAD,Yelal,Bagayapalli,77.69,17.22,01/07/23,5.96
VIKARABAD,Yelal,Yenkapally,77.54,17.2,01/07/23,4.18
WANAPARTHY,Amarchinta,Singampet,77.78,16.35,01/07/23,1.95
WANAPARTHY,Atmakur,Atmakuru,77.81,16.34,01/07/23,6.05
WANAPARTHY,Ghanpur,Ghanapur,78.05,16.56,01/07/23,7.6
WANAPARTHY,Ghanpur,Kamaluddinpur,78.02,16.61,01/07/23,2.05
WANAPARTHY,Gopalpeta,Gopalpet,78.13,16.38,01/07/23,3.5
WANAPARTHY,Gopalpeta,Yedutla,78.18,16.36,01/07/23,7.6
WANAPARTHY,Kothakota,Kanaipally,77.96,16.39,01/07/23,13.85
WANAPARTHY,Kothakota,Madnapur,77.87,16.38,01/07/23,6.5
WANAPARTHY,Pangal,Pangal,78.1,16.25,01/07/23,6.8
WANAPARTHY,Pebbair,Ayyavaripalli,78.02,16.12,01/07/23,2.5
WANAPARTHY,Wanaparthy,Peddagudem,78,16.31,01/07/23,3.65
WANAPARTHY,Peddamandadi,Peddamandadi,78.03,16.43,01/07/23,3.45
WANAPARTHY,Veepangandla,Sanginonipally,78.16,16.14,01/07/23,4.6
WARANGAL,Chennaraopeta,Chennaraopet,79.87,17.88,01/07/23,0.72
WARANGAL,Duggondi,Duggondi,79.81,18.02,01/07/23,4.04
WARANGAL,Geesugonda,Geesgonda,79.7,17.96,01/07/23,0.9
WARANGAL,Geesugonda,Vanchanagiri,79.69,17.95,01/07/23,4.65
WARANGAL,Khanapur,Khanapur,79.93,17.9,01/07/23,0.82
WARANGAL,Nallabelly,Narakkapet,79.89,18.01,01/07/23,3.25
WARANGAL,Narsampet,Narasampet,79.89,17.92,01/07/23,1.95
WARANGAL,Nekkonda,Ameenpet,79.8,17.81,01/07/23,0.15
WARANGAL,Nekkonda,Nagaram,79.89,17.76,01/07/23,3.04
WARANGAL,Parvathagiri,Parvathagiri,79.72,17.74,01/07/23,7.74
WARANGAL,Raiparthy,Kondur,79.61,17.71,01/07/23,3.57
WARANGAL,Raiparthy,Rayaparthy,79.55,17.69,01/07/23,4.82
WARANGAL,Sangem,Sangem,79.71,17.88,01/07/23,3.37
WARANGAL,Sangem,Theegarajupally,79.71,17.83,01/07/23,8.17
WARANGAL,Wardhannapet,Wardhannapet,79.58,17.77,01/07/23,6.6
WARANGAL,Khilla_Warangal,Mamnoor,79.6,17.91,01/07/23,4.2
WARANGAL,Warangal,Charbowli,79.61,17.98,01/07/23,1.8
HANUMAKONDA,Bheemadevarapalle,Gatla Narsingapur,79.33,18.09,01/07/23,0.25
HANUMAKONDA,Bheemadevarapalle,Kothapally,79.39,18.08,01/07/23,0.64
HANUMAKONDA,Bheemadevarapalle,Vangara,79.35,18.13,01/07/23,9.56
HANUMAKONDA,Dharmasagar,Dharmapuri,79.46,17.89,01/07/23,5.2
HANUMAKONDA,Dharmasagar,Narayanagiri,79.38,17.99,01/07/23,0.1
HANUMAKONDA,Velair,Velair,79.34,18.01,01/07/23,0.22
HANUMAKONDA,Elkathurthi,Elkathurthy,79.44,18.09,01/07/23,8.2
HANUMAKONDA,Hanumakonda,Hanumkonda,79.56,18,01/07/23,0.84
HANUMAKONDA,Hasanparthy,Seethampet,79.52,18.08,01/07/23,1.81
HANUMAKONDA,Inavole,Panthini,79.61,17.85,01/07/23,3.75
HANUMAKONDA,Inavole,Punnelu,79.59,17.87,01/07/23,5.1
HANUMAKONDA,Kamalapur,Kamalapur,79.52,18.18,01/07/23,
HANUMAKONDA,Kamalapur,Shanigaram,79.6,18.18,01/07/23,1.1
HANUMAKONDA,Atmakur,Atmakur,79.74,18.07,01/07/23,1.1
HANUMAKONDA,Damera,Damera,79.64,18.06,01/07/23,1.2
HANUMAKONDA,Nadikuda,Cherlapally,79.61,18.23,01/07/23,7.2
HANUMAKONDA,Nadikuda,Nadikuda,79.64,18.19,01/07/23,1.7
HANUMAKONDA,Nadikuda,Parkal,79.64,18.2,01/07/23,2.2
WARANGAL,Parvathagiri,Annaram shariff,79.72,17.68,01/07/23,8.52
HANUMAKONDA,Shayampet,Pathipaka(Abendent),79.76,18.12,01/07/23,0.3
YADADRI,Gundala,Ambala,79.25,17.49,01/07/23,2.72
YADADRI,Gundala,Peddapadishala,79.34,17.47,01/07/23,1.4
YADADRI,Gundala,Velmajala,79.21,17.57,01/07/23,1.75
YADADRI,Alair,Kolanpaka,79.02,17.7,01/07/23,3
YADADRI,Alair,Sarajipet,79.12,17.62,01/07/23,8.15
YADADRI,Mootakondur,Chada,79.07,17.48,01/07/23,5.7
YADADRI,Atmakur_M,Atmakur,79.14,17.47,01/07/23,9.98
YADADRI,Pochampalle,B.Pochampalli,78.81,17.34,01/07/23,4.26
YADADRI,Bhongiri,Bhongiri,78.91,17.48,01/07/23,3.1
YADADRI,Bhongiri,Chandupatla,78.98,17.5,01/07/23,5.62
YADADRI,Bhongiri,Nandanam,78.93,17.44,01/07/23,4.85
YADADRI,Bibinagar,Bibinagar,78.8,17.46,01/07/23,11.84
YADADRI,Bibinagar,Yenkiryal,78.77,17.4,01/07/23,4.93
YADADRI,Choutuppal,D.Malkapur,78.8,17.26,01/07/23,1.9
YADADRI,Turkapalle_M,Ch.Laxmapur,78.75,17.65,01/07/23,2.12
YADADRI,Addagudur,Kanchanapalli,79.34,17.4,01/07/23,3.2
YADADRI,Mothkur,Mothukur,79.26,17.45,01/07/23,5.01
YADADRI,Mothkur,Paladugu,79.19,17.39,01/07/23,0.83
YADADRI,Mothkur,Podichedu,79.28,17.38,01/07/23,8.1
YADADRI,Rajapet,Bondugala,78.97,17.77,01/07/23,1.71
YADADRI,Rajapet,Kurraram,78.93,17.78,01/07/23,5.4
YADADRI,Rajapet,Raghunadapuram,78.95,17.68,01/07/23,5.2
YADADRI,Rajapet,Rajapet,78.93,17.73,01/07/23,2.6
YADADRI,Rajapet,Somaram,78.99,17.73,01/07/23,10.53
YADADRI,Ramannapeta,Ramanapet,79.1,17.28,01/07/23,4.75
YADADRI,Ramannapeta,Yellanki,79.03,17.29,01/07/23,9.36
YADADRI,Ramannapeta,Yennaram,79.2,17.32,01/07/23,1.12
YADADRI,Narayanapur,S.Narayanpur,78.86,17.14,01/07/23,8.25
YADADRI,Turkapalle_M,Gandamalla,78.85,17.73,01/07/23,6.31
YADADRI,Valigonda,Arror,79.11,17.39,01/07/23,1.15
YADADRI,Valigonda,T. somaram,78.95,17.4,01/07/23,3.93
YADADRI,Valigonda,Varkatpally,78.93,17.34,01/07/23,4.01
YADADRI,Valigonda,Vemulakonda,79.14,17.35,01/07/23,1.4
YADADRI,Yadagirigutta,Mallapuram,78.91,17.63,01/07/23,4.7
YADADRI,Mootakondur,Motakondur,79.03,17.55,01/07/23,8.1
Hanumakonda,Shayampet,Pathhipaka,79.75,18.12,01/07/23,0.3
Hanumakonda,Hasanparthy,Yellapur,79.5,18.08,01/07/23,2.21
Hanumakonda,Bheemadevarapalle,Jaganadhapur,79.39,18.13,01/07/23,7.16
Hanumakonda,Velair,Peechara,79.29,17.97,01/07/23,1.69
Hanumakonda,Dharmasagar,Dharmsagar,79.44,18.01,01/07/23,0.21
Hanumakonda,Dharmasagar,Peddapendyal,79.42,17.92,01/07/23,1.57
Hanumakonda,Inavole,Inavolu,79.55,17.87,01/07/23,5.72
Hanumakonda,Hasanparthy,Nagaram,79.56,18.1,01/07/23,2.4
WARANGAL,Sangem,Lohitha,79.65,17.84,01/07/23,8.45
WARANGAL,Wardhannapet,Yellanda,79.6,17.79,01/07/23,6.5
WARANGAL,Nekkonda,Redlawada,79.77,17.74,01/07/23,0.46
WARANGAL,Chennaraopeta,Upparapalli,79.81,17.88,01/07/23,1.58
WARANGAL,Khanapur,Mangalavaripet,79.98,17.88,01/07/23,0.79
WARANGAL,Nallabelly,Medapalli,79.92,18.02,01/07/23,4.03
WARANGAL,Narsampet,Naguralapally,79.88,17.96,01/07/23,0.56
WARANGAL,Duggondi,Rekkampally,79.8,17.96,01/07/23,5.58
MAHABUBABAD,Dornakal,DORNAKAL,80.16,17.44,01/07/23,1.92
MAHABUBABAD,Gudur,BHUPATHIPETA,79.99,17.85,01/07/23,2.4
MAHABUBABAD,Gudur,BODDIKONDA,80.02,17.7,01/07/23,1.45
MAHABUBABAD,Kesamudram,INTIKANNE,79.87,17.72,01/07/23,1.72
MAHABUBABAD,Kesamudram,ARPANAPALLY,79.94,17.72,01/07/23,1.69
MAHABUBABAD,Kuravi,BALPALA,80.07,17.48,01/07/23,3.58
MAHABUBABAD,Seerole,SEEROLU,80,17.41,01/07/23,2.86
MAHABUBABAD,Kuravi,KORIVI,80,17.53,01/07/23,1.6
MAHABUBABAD,Kuravi,GUNDRATHIMADUGU,80.06,17.56,01/07/23,4.12
MAHABUBABAD,Mahabubabad,MALYALA,79.96,17.56,01/07/23,1.86
MAHABUBABAD,Kesamudram,RANGAPUR,79.96,17.68,01/07/23,4.45
MAHABUBABAD,Inugurthy,CHINNAMUPPARAM,79.85,17.63,01/07/23,4.72
MAHABUBABAD,Bayyaram,UPPALAPADU,80.06,17.61,01/07/23,6.7
MAHABUBABAD,Bayyaram,MOTLATHIMMAPUR,80.11,17.7,01/07/23,7.62
MAHABUBABAD,Bayyaram,JAGATHRAOPETA,80.17,17.66,01/07/23,8.16
MAHABUBABAD,Bayyaram,LAXMIPURAM KOMMAVARAM,80.22,17.7,01/07/23,4.26
MAHABUBABAD,Danthalapalle,PEDDAMUPPARAM,79.68,17.47,01/07/23,0.41
MAHABUBABAD,Ganagavaram,MARRIGUDEM,80.2,17.93,01/07/23,5.16
MAHABUBABAD,Ganagavaram,KAMARAM,80.2,17.98,01/07/23,1.82
MAHABUBABAD,Ganagavaram,KODISHALAMETTA,80.18,17.75,01/07/23,4.26
MAHABUBABAD,Ganagavaram,PENDEM,80.21,17.74,01/07/23,3.82
MAHABUBABAD,Garla,GARLA,80.14,17.49,01/07/23,4.25
MAHABUBABAD,Garla,POCHARAM,80.2,17.49,01/07/23,4.26
MAHABUBABAD,Kothaguda,BATHULAPALLY,80.1,17.85,01/07/23,5.26
MAHABUBABAD,Kothaguda,PAGADAPALLI,80.08,17.95,01/07/23,2.4
MAHABUBABAD,Maripeda,THANAMCHERLA,79.83,17.35,01/07/23,9.58
MAHABUBABAD,Maripeda,PURUSHOTHAMAYAGUDEM,80.94,17.41,01/07/23,3.62
MAHABUBABAD,Narsimhulapet,PEDDANAGARAM,79.81,17.45,01/07/23,0.68
MAHABUBABAD,Peddavangara,CHINNAVANGARA,79.6,17.56,01/07/23,1.94
JANGAON,Bachannapeta,POCHANNAPET,79.04,17.75,01/07/23,8.72
JANGAON,Devaruppala,PEDDAMADUR,79.3,17.6,01/07/23,5.15
JANGAON,Devaruppala,MADHAPURAM,79.35,17.62,01/07/23,2.6
JANGAON,Jangaon,PEMBARTHY,79.11,17.69,01/07/23,3.43
JANGAON,Lingalaghanpur,CHEETUR,79.3,17.69,01/07/23,4.15
JANGAON,Narmetta,MEKALAGATTU,79.2,17.85,01/07/23,10.38
JANGAON,Palakurthi,VALMIDI,79.45,17.62,01/07/23,9.05
JANGAON,Raghunathpalle,ASWARAOPALLY,79.28,17.82,01/07/23,8.25
JANGAON,Raghunathpalle,GABBETA,79.31,17.71,01/07/23,9
JANGAON,Tharigoppula,AKKARAJUPALLY,79.16,17.93,01/07/23,10.75
JANGAON,Tharigoppula,ABDULNAGARAM,79.22,17.93,01/07/23,4.15
JANGAON,Zaffergadh,OBULAPUR,79.49,17.73,01/07/23,7.4
JANGAON,Zaffergadh,SURARAM,79.44,17.76,01/07/23,8.85
BHUPALPALLY,Chityal,CHALLAGARIGE,79.74,18.32,01/07/23,0.98
BHUPALPALLY,Chityal,GIDDAMUTHARAM,79.66,18.46,01/07/23,1.37
BHUPALPALLY,Mogullapalle,DUBBYALA,79.64,18.29,01/07/23,0.31
BHUPALPALLY,Mogullapalle,MOTLAPALLE,79.58,18.3,01/07/23,1.24
BHUPALPALLY,Tekumatla,KORIKISHALA,79.63,18.34,01/07/23,0.49
BHUPALPALLY,Ghanapur_Mulug,MULUGU GHANPUR,79.88,18.3,01/07/23,5.12
BHUPALPALLY,Ghanapur_Mulug,BUDDARAM,79.87,18.28,01/07/23,3.16
BHUPALPALLY,Regonda,REPAKA,79.73,18.28,01/07/23,0.43
BHUPALPALLY,Kataram,DAMERAKUNTA,79.84,18.69,01/07/23,2.82
BHUPALPALLY,Mutharam_Mahadevpur,BORLAGUDEM,80.12,18.49,01/07/23,1.43
BHUPALPALLY,Malharrao,PEDDA THOONDLA,79.8,18.52,01/07/23,4.32
BHUPALPALLY,Malharrao,RUDRARAM,79.9,18.58,01/07/23,6.14
BHUPALPALLY,Malharrao,VALLENKUNTA,79.82,18.59,01/07/23,1.97
BHUPALPALLY,Bhupalpalle,AZAMNAGAR,80.47,18.43,01/07/23,5.13
BHUPALPALLY,Bhupalpalle,BHUPALPALLY,79.9,18.24,01/07/23,3.72
BHUPALPALLY,Bhupalpalle,GOLLABUDHARAM,80.43,18.55,01/07/23,2.36
BHUPALPALLY,Bhupalpalle,KAMALAPUR,80.71,18.16,01/07/23,3.72
BHUPALPALLY,Bhupalpalle,PEDDAPUR,79.92,18.38,01/07/23,3.17
YADADRI,Gundala,Gundala,79.29,17.51,01/07/23,2.81
YADADRI,Bommalaramaram,Cheekatimamidi,78.75,17.6,01/07/23,4.5
YADADRI,Bommalaramaram,B.Ramaram,78.74,17.57,01/07/23,6.1
YADADRI,Addagudur,Dharmaram,79.41,17.38,01/07/23,1.55
YADADRI,Alair,Patelguda,79.08,17.67,01/07/23,2.55
YADADRI,Alair,Golanukonda,79.14,17.59,01/07/23,2.15
YADADRI,Mootakondur,Matoor,79.1,17.58,01/07/23,3.5
YADADRI,Rajapet,Challur,78.93,17.68,01/07/23,5.8
YADADRI,Rajapet,Pamukunta,78.91,17.77,01/07/23,5.62
YADADRI,Turkapalle_M,Konapur,78.86,17.7,01/07/23,13.2
YADADRI,Yadagirigutta,Datharpalle,78.9,17.59,01/07/23,3.24
YADADRI,Gundala,Bandakothapally,79.36,17.51,01/07/23,5.3
YADADRI,Pochampalle,Vankamamidi,78.88,17.36,01/07/23,1.1
YADADRI,Choutuppal,Panthangi,78.95,17.23,01/07/23,5.05
YADADRI,Ramannapeta,Iskilla,79.17,17.3,01/07/23,7.12
YADADRI,Narayanapur,Sarvail,78.93,17.17,01/07/23,5.15
MANCHERIAL,Jannaram,JANNARAM,79.01,19.12,01/07/23,4
MANCHERIAL,Jannaram,TAPALAPUR,79.09,19.08,01/07/23,3.45
MANCHERIAL,Bheemaram,BHEEMARAM,79.69,18.85,01/07/23,7.9
MANCHERIAL,Mancherial,MANCHERIAL,79.46,18.89,01/07/23,2.7
MANCHERIAL,Naspur,NASPUR,79.47,18.86,01/07/23,9.97
MANCHERIAL,Vemanpalle,LAXMIPUR,79.75,19.13,01/07/23,3.78
MANCHERIAL,Kannepalli,NAYAKINPET,79.72,19.16,01/07/23,6.92
JAGITYAL,Ibrahimpatnam,Bardipur,78.57,18.97,01/07/23,2.77
JAGITYAL,Mallapur,Mutyampet,78.66,18.88,01/07/23,0.39
JAGITYAL,Mallapur,Dharmaram,78.72,18.89,01/07/23,3.83
JAGITYAL,Mallapur,Regunta,78.76,18.94,01/07/23,1.63
JAGITYAL,Raikal,Tatlavi,78.87,18.97,01/07/23,4.98
JAGITYAL,Raikal,Devanpalli,78.87,19,01/07/23,3.24
JAGITYAL,Dharmapuri,Arepalli,79.02,19.06,01/07/23,3.54
JAGITYAL,Beerpur,Narsimlapalli,79,19,01/07/23,0.41
JAGITYAL,Dharmapuri,Donur,79.03,18.99,01/07/23,1.32
JAGITYAL,Buggaram,Buggaram,79.03,18.87,01/07/23,3.58
SIRCILLA,Thangallapalle,BASWAPUR,78.13,18.32,01/07/23,8.79
SIRCILLA,Ellanthakunta,GALIPALLI,79,18.34,01/07/23,2.7
SIRCILLA,Mustabad,MOINKUNTA,78.7,18.24,01/07/23,5.41
SIRCILLA,Yellareddypeta,BANDALINGAMPALLI,78.66,18.34,01/07/23,8.15
SIRCILLA,Yellareddypeta,ALMASPUR,78.65,18.43,01/07/23,3.25
SIRCILLA,Vemulawada_Rural,HANUMAJIPETA,78.8,18.5,01/07/23,3.69
SIRCILLA,Chandurthi,JOGAPUR,78.75,18.55,01/07/23,
SIRCILLA,Chandurthi,SANUGULA,78.72,18.56,01/07/23,
SIRCILLA,Rudrangi,MANALA,78.62,18.63,01/07/23,3.32
ADILABAD,Bela,BELA,78.76,19.72,01/07/23,3.22
ADILABAD,Adilabad Rural,PIPPALDHARI,78.65,19.59,01/07/23,1.18
ADILABAD,Adilabad Rural,YAPALGUDA,78.61,19.66,01/07/23,1.72
ADILABAD,Inderavelly,MUTHNOOR,78.63,19.51,01/07/23,8.36
ADILABAD,Gadiguda,GADIGUDA,78.91,19.61,01/07/23,2.42
ADILABAD,Gadiguda,ARJUNI,78.8,19.6,01/07/23,0.01
ADILABAD,Sirikonda,SIRIKONDA,78.58,19.43,01/07/23,3.2
ADILABAD,Ichoda,ICHODA,78.45,19.43,01/07/23,1
ADILABAD,Ichoda,NARSAPUR,78.5,19.35,01/07/23,0.85
ADILABAD,Neradigonda,KUNTALA,78.48,19.31,01/07/23,2
ADILABAD,Neradigonda,SHANKRAPUR,78.42,19.28,01/07/23,5.85
KHAMMAM,Kusumanchi,Eswaramadharam,79.91,17.15,01/07/23,4.77
KHAMMAM,Nelakondapalle,Rajeswarapuram,79.99,17.15,01/07/23,2.4
KHAMMAM,Chinthakani,Nagulavancha,80.21,17.07,01/07/23,1.9
KHAMMAM,Chinthakani,Chinthakani,80.21,17.12,01/07/23,1.2
KHAMMAM,Madhira,Illandulapadu,80.38,16.9,01/07/23,5.63
KHAMMAM,Yerrupalem,Jamalapurm,80.52,16.83,01/07/23,9.35
KHAMMAM,Wyra,Rebbavaram,80.34,17.11,01/07/23,1.86
KHAMMAM,Thallada,Kurnavalli,80.43,17.3,01/07/23,3
KHAMMAM,Kalluru,Chinkorukondi,80.45,17.06,01/07/23,1.9
KHAMMAM,Kalluru,Chandrupatla,80.55,17.17,01/07/23,1.25
KHAMMAM,Penuballi,Kuppenakuntla,80.65,17.17,01/07/23,3.55
KHAMMAM,Thirumalayapalem,Pindiprolu,79.95,17.27,01/07/23,4.56
KHAMMAM,Kusumanchi,Chegomma,80,17.25,01/07/23,5.43
KHAMMAM,Penuballi,Adavimallela / Lankasagar,80.7,17.18,01/07/23,4.05
KHAMMAM,Vemsoor,Kondagatla/ KG Mallela,80.66,17.08,01/07/23,1.5
KHAMMAM,Sathupalle,Rudrakshapalli,80.66,17.26,01/07/23,6.2
KHAMMAM,Sathupalle,Sathupalli,80.82,17.21,01/07/23,16.82
KHAMMAM,Raghunadhapalem,Raghunadhapalem,80.21,17.29,01/07/23,6.1
KHAMMAM,Singareni,Karepalli,80.27,17.51,01/07/23,6.2
KUMURAM BHEEM,Bejjur,PAPANPET,79.91,19.31,01/07/23,2.34
KUMURAM BHEEM,Sirpur_U,SIRPUR-U,78.94,19.34,01/07/23,0.48
KUMURAM BHEEM,Kerameri,MODIJHARI,79.09,19.45,01/07/23,5.96
KUMURAM BHEEM,Chintalamanepally,RAVINDRANAGAR,79.79,19.49,01/07/23,0.48
KUMURAM BHEEM,Chintalamanepally,KARJAVELLI,79.83,19.46,01/07/23,0.67
KUMURAM BHEEM,Sirpur_T,LONAVELLY,79.64,19.54,01/07/23,1.68
KUMURAM BHEEM,Sirpur_T,CHINTHAKUNTA,79.58,19.43,01/07/23,7.21
KUMURAM BHEEM,Tiryani,TIRYANI,79.27,19.18,01/07/23,9.56
KUMURAM BHEEM,Wankdi,KANNERGAON,79.35,19.41,01/07/23,5.19
KUMURAM BHEEM,Wankdi,INDHANI,79.24,19.46,01/07/23,2.25
SIDDIPET,Doultabad,Dommat,78.62,18.01,01/07/23,16.59
SIDDIPET,Gajwel,Gajwel Pragnapur,78.71,17.83,01/07/23,4.82
SIDDIPET,Gajwel,Ahmedipur,78.7,17.92,01/07/23,9.53
SIDDIPET,Kondapak,Kondapak,78.87,17.98,01/07/23,6.01
SIDDIPET,Mirdoddi,Mirdoddi,78.67,18.07,01/07/23,13.52
SIDDIPET,Nanganur,Ankushapur,78.02,18.04,01/07/23,7.52
SIDDIPET,Siddipet_Rural,Tadkapally,78.8,18.06,01/07/23,9.85
SIDDIPET,Thoguta,Thoguta,78.7,17.99,01/07/23,9.43
SIDDIPET,Wargal,Meenajipet,78.55,17.77,01/07/23,8.36
SIDDIPET,Komaravelly,Guruvannapet,78.86,17.88,01/07/23,1.83
SIDDIPET,Maddur,Dhoolmitta,78.06,17.99,01/07/23,10.96
SIDDIPET,Cheriyal,Musthyala,78.99,17.9,01/07/23,9.68
SIDDIPET,Cheriyal,Nagapuri (N),78.89,17.86,01/07/23,9.28
SIDDIPET,Cheriyal,Aknur,78.02,17.97,01/07/23,10.42
SIDDIPET,Husnabad,Ummapur,79.25,18.14,01/07/23,5.74
SIDDIPET,Koheda,Ramachadrapur,79.09,18.2,01/07/23,0.66
SIDDIPET,Bejjanki,Thotapally,79.08,18.27,01/07/23,5.5
SIDDIPET,Bejjanki,Devakkapally,79.11,18.28,01/07/23,9.63
BHADRADRI,Aswapuram,AMMAGARIPALLI,80.86,17.87,01/07/23,1.8
BHADRADRI,Aswaraopeta,ASWARAOPET (M),81.11,17.24,01/07/23,14.67
BHADRADRI,Bhadrachalam,BHADRACHALAM,80.9,17.67,01/07/23,12.45
BHADRADRI,Burgampadu,BURGAMPAHAD,80.86,17.65,01/07/23,7.94
BHADRADRI,Chandrugonda,RAJAPURAM,80.73,17.35,01/07/23,1.74
BHADRADRI,Chandrugonda,SEETHAIGUDEM,80.67,17.4,01/07/23,1.73
BHADRADRI,Cherla,KOYYURU,80.67,17.4,01/07/23,0.31
BHADRADRI,Cherla,PEDHAMEDISILERU,80.86,18.09,01/07/23,1.05
BHADRADRI,Cherla,SATHYANARAYANA PURAM,80.87,18.01,01/07/23,2.38
BHADRADRI,Cherla,CHUNCHUPALLI,80.61,17.54,01/07/23,3.56
BHADRADRI,Dammapeta,WADLAGUDEM,80.96,17.2,01/07/23,18.5
BHADRADRI,Gundala,GUNDALA,80.32,17.91,01/07/23,1.5
BHADRADRI,Gundala,KANCHANAPALLI,80.43,17.76,01/07/23,6.77
BHADRADRI,Julurpad,JULURPADU,80.51,17.4,01/07/23,4.68
BHADRADRI,Kothagudem,KOTHAGUDEM,80.63,17.55,01/07/23,27.42
BHADRADRI,Laxmidevipalli,BANGARUCHELKA,80.6,17.75,01/07/23,6.11
BHADRADRI,Pinapaka,E. BAYYARAM,80.72,18.04,01/07/23,0.7
BHADRADRI,Pinapaka,DUGENEPALLI,80.64,18.13,01/07/23,2.45
BHADRADRI,Pinapaka,JANAMPETA,80.69,18.1,01/07/23,31.66
BHADRADRI,Sujathanagar,SUJATHANAGAR,80.58,17.48,01/07/23,3.62
BHADRADRI,Tekulapalle,BOMMANAPALLI,80.57,17.57,01/07/23,6.34
BHADRADRI,Tekulapalle,SULANAGAR(D),80.5,17.56,01/07/23,10.34
BHADRADRI,Tekulapalle,TEKULAPALLI,80.47,17.56,01/07/23,5.51
BHADRADRI,Yellandu,YELLANDU,80.34,17.58,01/07/23,2.42
KARIMNAGAR,Ellandakunta,ELLANDAKUNTA,79.51,18.29,01/07/23,2.52
KARIMNAGAR,Ellandakunta,MALLIAL,79.53,18.26,01/07/23,5.42
KARIMNAGAR,Ellandakunta,RACHAPALLY,79.54,18.36,01/07/23,2.14
KARIMNAGAR,Gannervaram,GANNERUVARAM,79.05,18.38,01/07/23,3.6
KARIMNAGAR,Karimnagar (Rural-II),NAGULAMALLIAL,79,18.45,01/07/23,7.7
KARIMNAGAR,Ramadugu,VELICHALA,79.06,18.5,01/07/23,3.6
KARIMNAGAR,V_Saidapur,RAIKAL,79.32,18.16,01/07/23,5.08
PEDDAPALLY,Antargoan,EGLASPUR,79.36,18.78,01/07/23,0.8
PEDDAPALLY,Antargoan,MUGALPAHAD,79.43,18.75,01/07/23,0.89
PEDDAPALLY,Dharmaram,KOTHURU,79.24,18.67,01/07/23,1.03
PEDDAPALLY,Julapalle,KACHAPUR,79.29,18.62,01/07/23,1.35
PEDDAPALLY,Kamanpur,KAMANPUR,79.5,18.66,01/07/23,1.25
PEDDAPALLY,Mutharam_Manthani,LAKKARAM,79.58,18.56,01/07/23,2.4
PEDDAPALLY,Odela,KOLANUR,79.42,18.5,01/07/23,1.4
PEDDAPALLY,Palakurthy,PUTNOOR,79.33,18.75,01/07/23,2.3
PEDDAPALLY,Peddapalle,RAGAVAPOOR,79.42,18.64,01/07/23,1.8
PEDDAPALLY,Peddapalle,BOJANNAPET,79.42,18.57,01/07/23,3.02
PEDDAPALLY,Ramagiri,KALVACHERLA,79.53,18.63,01/07/23,1.85
PEDDAPALLY,Ramagiri,MUSTYALA,79.56,18.75,01/07/23,1.35
