district,mandal,village,lat,long,date,value
ADILABAD,Adilabad Urban,Adilabad,78.52,19.67,01/07/23,5.2
ADILABAD,Bazarhathnoor,Bazarhatnur,78.35,19.46,01/07/23,4.5
ADILABAD,Bela,Chandpally,78.85,19.68,01/07/23,7.15
ADILABAD,Bheempoor,Arli,78.38,19.83,01/07/23,3.3
ADILABAD,Bheempoor,Bheempur,78.42,19.77,01/07/23,5.9
ADILABAD,Boath,Boath,78.32,19.34,01/07/23,7.9
ADILABAD,Gudihathnur,Gudihatnoor,78.51,19.53,01/07/23,2.6
ADILABAD,Jainad,Bhoraj,78.55,19.74,01/07/23,1.6
ADILABAD,Jainad,Jainath,78.64,19.73,01/07/23,1.2
ADILABAD,Narnoor,Narnoor,78.85,19.5,01/07/23,0.26
ADILABAD,Neradigonda,Neradigonda,78.41,19.29,01/07/23,2.6
ADILABAD,Talamadugu,Devapur,78.46,19.61,01/07/23,5
ADILABAD,Talamadugu,Talamadugu,78.4,19.63,01/07/23,4.1
ADILABAD,Tamsi,Tamsi,78.43,19.68,01/07/23,3.6
ADILABAD,Utnur,Utnoor,78.77,19.38,01/07/23,1
BHADRADRI,Allapalli,Allapalli,80.48,17.83,01/07/23,7.32
BHADRADRI,Allapalli,Markodu,80.51,17.91,01/07/23,3.89
BHADRADRI,Annapureddipalle,Annapureddypalli,80.83,17.35,01/07/23,12.74
BHADRADRI,Aswapuram,Ammagaripalli,80.85,17.87,01/07/23,
BHADRADRI,Aswapuram,Aswapuram,80.81,17.84,01/07/23,8.34
BHADRADRI,Aswapuram,Aswapuram,80.81,17.87,01/07/23,8.5
BHADRADRI,Aswaraopeta,ASWARAOPET (D),81.11,17.24,01/07/23,25.54
BHADRADRI,Aswaraopeta,Aswaraopet (S),81.11,17.24,01/07/23,27.32
BHADRADRI,Aswaraopeta,Duradapadu,81.09,17.43,01/07/23,5.12
BHADRADRI,Aswaraopeta,Gummadivalli,81.18,17.42,01/07/23,2.28
BHADRADRI,Aswaraopeta,NANDIPADU,81.13,17.46,01/07/23,1.44
BHADRADRI,Aswaraopeta,Vinayakapuram,81.12,17.35,01/07/23,15.18
BHADRADRI,Bhadrachalam,Bhadrachalam,80.9,17.67,01/07/23,
BHADRADRI,Burgampadu,Krishnasagar,80.81,17.71,01/07/23,9.17
BHADRADRI,Burgampadu,M.Banjara,80.79,17.64,01/07/23,9.85
BHADRADRI,Cherla,Cherla,80.83,18.07,01/07/23,6.14
BHADRADRI,Chandrugonda,Maddukuru,80.68,17.36,01/07/23,21.21
BHADRADRI,Chandrugonda,Ravikampadu,80.61,17.4,01/07/23,7.33
BHADRADRI,Cherla,Chinmedisileru,80.85,18.06,01/07/23,4.55
BHADRADRI,Cherla,Chunchupalli,80.61,17.53,01/07/23,
BHADRADRI,Dammapeta,Malkaram,81.07,17.31,01/07/23,12.6
BHADRADRI,Dammapeta,Mandalapalli,81.01,17.24,01/07/23,42.22
BHADRADRI,Dammapeta,Patwarigudem,80.96,17.35,01/07/23,13.22
BHADRADRI,Dummugudem,Bandirevu,80.92,17.92,01/07/23,7.16
BHADRADRI,Dummugudem,Dummugudem,80.89,17.85,01/07/23,2.38
BHADRADRI,Gundala,Gundala,80.33,17.91,01/07/23,
BHADRADRI,Gundala,Kanchanapalli,80.42,17.79,01/07/23,
BHADRADRI,Gundala,Mamakannu,80.41,17.87,01/07/23,5.83
BHADRADRI,Gundala,Sainapalli,80.35,17.96,01/07/23,3.92
BHADRADRI,Gundala,Settupalli,80.35,17.81,01/07/23,1.23
BHADRADRI,Julurpad,P. Narsapuram,80.52,17.44,01/07/23,7.12
BHADRADRI,Julurpad,Papakollu,80.48,17.42,01/07/23,2.18
BHADRADRI,Karakagudem,karakagudem,80.51,18.09,01/07/23,3.14
BHADRADRI,Karakagudem,Karakagudem,80.57,18.03,01/07/23,2.5
BHADRADRI,Kothagudem,Kothagudem,80.62,17.55,01/07/23,27.42
BHADRADRI,Laxmidevipalli,Bangaruchelka,80.6,17.76,01/07/23,
BHADRADRI,Laxmidevipalli,Laxmidevipalli,80.62,17.57,01/07/23,7.2
BHADRADRI,Manuguru,Manuguru,80.83,17.96,01/07/23,4.5
BHADRADRI,Manuguru,Pagideru,80.73,17.97,01/07/23,2.02
BHADRADRI,Mulakalapalle,Mulakalapalli (D),80.83,17.5,01/07/23,8.74
BHADRADRI,Mulakalapalle,MULAKALAPALLI (S),80.85,17.48,01/07/23,6.47
BHADRADRI,Mulakalapalle,N. Jaganadhapuram,80.86,17.43,01/07/23,7.55
BHADRADRI,Mulakalapalle,Pusugudem            (Pakeer thanda),80.76,17.54,01/07/23,1.7
BHADRADRI,Mulakalapalle,Thimmampet,80.93,17.54,01/07/23,6.85
BHADRADRI,Palawancha,Danthalaboru,80.84,17.59,01/07/23,7.12
BHADRADRI,Palawancha,Pathapalwancha,80.69,17.55,01/07/23,6.31
BHADRADRI,Palawancha,REGELLA,80.58,17.95,01/07/23,1.92
BHADRADRI,Palawancha,Ulavanoor,80.68,17.78,01/07/23,2.97
BHADRADRI,Palawancha,Yanmbailu,80.68,17.69,01/07/23,4.31
BHADRADRI,Pinapaka,Dugenepalli,80.65,18.13,01/07/23,
BHADRADRI,Pinapaka,Potlapalli ,80.68,18.04,01/07/23,3.47
BHADRADRI,Sujathanagar,Sarvaram (Gudithanda),80.59,17.53,01/07/23,5.83
BHADRADRI,Sujathanagar,Sujathanagar,80.59,17.49,01/07/23,
BHADRADRI,Tekulapalle,Bethampudi,80.45,17.56,01/07/23,10.21
BHADRADRI,Tekulapalle,Bodu,80.44,17.67,01/07/23,4.88
BHADRADRI,Tekulapalle,Mutyalampadu,80.5,17.54,01/07/23,4.09
BHADRADRI,Tekulapalle,Sulanagar,80.5,17.54,01/07/23,5.2
BHADRADRI,Yellandu,Komararam,80.32,17.71,01/07/23,5.74
BHADRADRI,Yellandu,Narayanapuram D,80.38,17.51,01/07/23,2.01
BHADRADRI,Yellandu,NARAYANAPURAM S,80.38,17.51,01/07/23,2.01
BHADRADRI,Yellandu,Rompedu,80.3,17.65,01/07/23,2.24
BHADRADRI,Yellandu,Sudimalla,80.35,17.59,01/07/23,2.9
BHUPALPALLY,Bhupalpalle,Bhupalpally,79.88,18.44,01/07/23,3.41
BHUPALPALLY,Bhupalpalle,Gudadpally,79.81,18.39,01/07/23,3.17
BHUPALPALLY,Bhupalpalle,Nandigama,80.06,18.5,01/07/23,0.28
BHUPALPALLY,Chityal,Chityala,79.67,18.34,01/07/23,0.73
BHUPALPALLY,Chityal,Jadalpet,79.74,18.38,01/07/23,0.98
BHUPALPALLY,Ghanapur_Mulug,Chelpur(D),79.85,18.37,01/07/23,2.34
BHUPALPALLY,Ghanapur_Mulug,Chelpur(S),79.84,18.38,01/07/23,1.93
BHUPALPALLY,Ghanapur_Mulug,Velthurlapally,79.89,18.3,01/07/23,2.36
BHUPALPALLY,Kataram,Jadaraopet,79.88,18.7,01/07/23,14.26
BHUPALPALLY,Kataram,Medipally,79.92,18.55,01/07/23,11.43
BHUPALPALLY,Kataram,Regulagudem,79.87,18.62,01/07/23,34.26
BHUPALPALLY,Kataram,Shankarampally 125(D),79.9,18.6,01/07/23,10.28
BHUPALPALLY,Kataram,Shankarampally 47,79.89,18.61,01/07/23,11.49
BHUPALPALLY,Mutharam_Mahadevpur,Stambampally,79.99,18.56,01/07/23,0.91
BHUPALPALLY,Mutharam_Mahadevpur,Yatnaram,80.15,18.57,01/07/23,1.28
BHUPALPALLY,Mahadevpur,Ambatipalli,80.06,18.7,01/07/23,13.51
BHUPALPALLY,Mahadevpur,Annaram,79.84,18.76,01/07/23,11.69
BHUPALPALLY,Mahadevpur,Kaleswaram,79.91,18.8,01/07/23,5.41
BHUPALPALLY,Mahadevpur,Mahadevpur -125D,79.98,18.73,01/07/23,6.22
BHUPALPALLY,Mahadevpur,Mahadevpur 199D,79.98,18.73,01/07/23,6.74
BHUPALPALLY,Mahadevpur,Mahadevpur 75NC,79.98,18.72,01/07/23,5.71
BHUPALPALLY,Malharrao,Mallaram,79.79,18.56,01/07/23,1.91
BHUPALPALLY,Mogullapalle,Aknepally,79.61,18.36,01/07/23,6.12
BHUPALPALLY,Mogullapalle,Rangapur,79.69,18.27,01/07/23,2.49
BHUPALPALLY,Palmela,Kamanpally,80.25,18.63,01/07/23,0.63
BHUPALPALLY,Palmela,Lenkalagadda,80.13,18.67,01/07/23,4.39
BHUPALPALLY,Palmela,Sarvaipet,80.24,18.68,01/07/23,5.29
BHUPALPALLY,Regonda,Gorikothapally,79.81,18.18,01/07/23,1.28
BHUPALPALLY,Regonda,Regonda,79.78,18.24,01/07/23,2.38
BHUPALPALLY,Tekumatla,Ramakrishnapuram,79.63,18.42,01/07/23,2.48
HYDERABAD,Ammerpet,"DIRECTOR WOMEN AND CHILD WELFARE, YOUSUFGUDA",78.45,17.45,01/07/23,
HYDERABAD,Ammerpet,S.R.Nagar,78.44,17.44,01/07/23,19.9
HYDERABAD,Ammerpet,"STDC Chest Hospital, Erragadda",78.43,17.45,01/07/23,14.1
HYDERABAD,Asifnagar,"Govt. Polytechnic, Masab Tank.",78.45,17.38,01/07/23,2.35
HYDERABAD,Asifnagar,Himayanagar,78.45,17.4,01/07/23,1.1
HYDERABAD,Asifnagar,Kulsanapur,78.44,17.37,01/07/23,4.4
HYDERABAD,Bandlaguda,Chandraingutta,78.48,17.33,01/07/23,13.02
HYDERABAD,Bandlaguda,Bahadurpura,78.46,17.35,01/07/23,1.53
HYDERABAD,Charminar,Darul Shifa,78.49,17.38,01/07/23,4.22
HYDERABAD,Himayatnagar,"Fever Hospital, Nallakunta",78.48,17.41,01/07/23,4.42
HYDERABAD,Himayatnagar,Indira Park,78.5,17.4,01/07/23,1.42
HYDERABAD,Khairatabad,"CME premises, Chinthalbasti",78.45,17.43,01/07/23,2.78
HYDERABAD,Khairatabad,"CME premises, Chinthalbasti",78.45,17.43,01/07/23,2.86
HYDERABAD,Khairatabad,Khairathabad,78.46,17.41,01/07/23,
HYDERABAD,Khairatabad,T.S..Secretariat,78.47,17.41,01/07/23,
HYDERABAD,Maredpally,"Govt.Jr.College,West Maredpally",78.51,17.43,01/07/23,1.89
HYDERABAD,Maredpally,Maredpally(s),78.51,17.44,01/07/23,8.78
HYDERABAD,Musheerabad,Musheerabad,78.51,17.42,01/07/23,7.46
HYDERABAD,Nampally,Nampally,78.47,17.39,01/07/23,2.63
HYDERABAD,Saidabad,Juvinile home,78.51,17.36,01/07/23,1.85
HYDERABAD,Secunderabad,"Sanjeevaiah Park, Hussian Sagar.",78.48,17.44,01/07/23,
HYDERABAD,Shaikpet,Shaikpet,78.45,17.42,01/07/23,
HYDERABAD,Shaikpet,"Vengal Rao Park, Srinagar colony",78.42,17.41,01/07/23,1.41
HYDERABAD,Tirumalgiri,"NIMH,Hasmathpet",78.49,17.46,01/07/23,7.46
JAGITYAL,Beerpur,Kandlapalle,78.96,19.03,01/07/23,0.89
JAGITYAL,Dharmapuri,Dharmapuri,79.1,18.95,01/07/23,4.06
JAGITYAL,Dharmapuri,Jaina,79.08,19.01,01/07/23,6.38
JAGITYAL,Gollapalle,Gollapalli,79.05,18.79,01/07/23,3.77
JAGITYAL,Ibrahimpatnam,Ibrahimpatnam,78.58,18.9,01/07/23,1.39
JAGITYAL,Jagtial,Jagityal,78.85,18.83,01/07/23,5.92
JAGITYAL,Jagityal_Rural,Morapally,78.89,18.79,01/07/23,0.56
JAGITYAL,Kathlapur,Kathalapur,78.69,18.75,01/07/23,1.42
JAGITYAL,Kodimial,Chepial,78.94,18.62,01/07/23,4.48
JAGITYAL,Koratla,Ilapur,78.7,18.86,01/07/23,4.63
JAGITYAL,Koratla,Korutla,78.71,18.82,01/07/23,7.46
JAGITYAL,Mallapur,Mallapur,78.71,18.96,01/07/23,4.91
JAGITYAL,Mallapur,VV Raopet,78.77,18.99,01/07/23,4.36
JAGITYAL,Malial,Nukapalli,78.92,18.71,01/07/23,2.45
JAGITYAL,Medipalle,Desaipet,78.45427,18.42,01/07/23,0.49
JAGITYAL,Medipalle,Katlakunta,78.81,18.84,01/07/23,1.12
JAGITYAL,Medipalle,Rangapur,78.79,18.76,01/07/23,1.53
JAGITYAL,Metpalle,Metpalli,78.62,18.85,01/07/23,
JAGITYAL,Metpalle,Atmakur,78.62,18.75,01/07/23,7.18
JAGITYAL,Metpalle,Bandalingapur,78.59,18.83,01/07/23,0.91
JAGITYAL,Metpalle,Metla Chittapur,78.59,18.78,01/07/23,1.02
JAGITYAL,Pegadapalle,Pegadapalli,79.06,18.71,01/07/23,2.11
JAGITYAL,Raikal,Bornapally,78.82,19.03,01/07/23,1.48
JAGITYAL,Raikal,Itikyal,78.76,18.92,01/07/23,0.54
JAGITYAL,Raikal,Raikal,78.8,18.91,01/07/23,0.41
JAGITYAL,Raikal,Vodde lingapur,78.84,18.96,01/07/23,0.13
JAGITYAL,Sarangapur,Rachapalli,78.93,18.93,01/07/23,4.99
JAGITYAL,Sarangapur,Sarangapur,78.96,18.93,01/07/23,5.81
JAGITYAL,Velgatoor,Chegyam,79.27,18.81,01/07/23,1.22
JAGITYAL,Velgatoor,Stambampally,79.16,18.86,01/07/23,2.39
JAGITYAL,Velgatoor,Velgatur,79.17,18.84,01/07/23,3.92
JANGAON,Bachannapeta,Bachannapet,79.04,17.79,01/07/23,5.39
JANGAON,Bachannapeta,Padamati Keshapur,78.94,17.84,01/07/23,7.6
JANGAON,Chilpur,Kistajigudem,79.3,17.88,01/07/23,4.85
JANGAON,Chilpur,Malkapur,79.31,17.93,01/07/23,3.95
JANGAON,Devaruppala,Devaruppula,79.36,17.54,01/07/23,2.9
JANGAON,Devaruppala,Singarajupalli,79.27,17.59,01/07/23,4.35
JANGAON,Ganpur_stn,Chagal,79.36,17.84,01/07/23,7.8
JANGAON,Ganpur_stn,Namiligonda,79.4,17.83,01/07/23,0.6
JANGAON,Jangaon,Jangaon,79.15,17.7,01/07/23,2.76
JANGAON,Jangaon,Siddanki,79.1,17.77,01/07/23,10.6
JANGAON,Kodakandla,Kodakandla,79.51,17.53,01/07/23,8.65
JANGAON,Lingalaghanpur,Jeedikal,79.16,17.61,01/07/23,5.9
JANGAON,Lingalaghanpur,Lingala ghanpur,79.2,17.66,01/07/23,6.3
JANGAON,Lingalaghanpur,Vadicherla,79.24,17.66,01/07/23,1.25
JANGAON,Narmetta,Machupahad,79.22,17.87,01/07/23,7.2
JANGAON,Narmetta,Veldanda,79.12,17.86,01/07/23,5.28
JANGAON,Palakurthi,Gudur,79.41,17.74,01/07/23,3.75
JANGAON,Palakurthi,Palakurthi,79.42,17.67,01/07/23,9.53
JANGAON,Raghunathpalle,Ibrahimpur,79.23,17.76,01/07/23,6.5
JANGAON,Raghunathpalle,Nidigonda,79.23,17.73,01/07/23,3.25
JANGAON,Raghunathpalle,Raghunadhapalli,79.26,17.76,01/07/23,8.08
JANGAON,Tharigoppula,Tarigopulla,79.18,17.94,01/07/23,6.2
JANGAON,Zaffergadh,Kunur,79.48,17.85,01/07/23,7.55
JANGAON,Zaffergadh,Zafergad,79.49,17.77,01/07/23,5.45
JOGULAMBA(GADWAL),Alampur,Alampur,78.12,15.9,01/07/23,2.69
JOGULAMBA(GADWAL),Dharur,Dharoor,77.68,16.22,01/07/23,5.66
JOGULAMBA(GADWAL),Dharur,Neelahally,77.64,16.27,01/07/23,9.78
JOGULAMBA(GADWAL),Gadwal,Gadwal,77.8,16.23,01/07/23,2.06
JOGULAMBA(GADWAL),Ghattu,Allor,77.63,16.18,01/07/23,9.4
JOGULAMBA(GADWAL),Ghattu,Gattu,77.58,16.13,01/07/23,5.3
JOGULAMBA(GADWAL),Ghattu,Induvasi,77.52,16.04,01/07/23,4.91
JOGULAMBA(GADWAL),Aiza,Eklaspur,77.65,16.05,01/07/23,4.04
JOGULAMBA(GADWAL),Aiza,Ieeza,77.67,16.02,01/07/23,7.37
JOGULAMBA(GADWAL),Itikyal,Kodandapur,77.57,16.25,01/07/23,8.51
JOGULAMBA(GADWAL),Kaloor_Timmanadoddi,Kondapur,77.83,16.07,01/07/23,4.34
JOGULAMBA(GADWAL),Kaloor_Timmanadoddi,Kuchinerla,77.53,16.18,01/07/23,1.82
JOGULAMBA(GADWAL),Maldakal,Maldakal,77.69,16.13,01/07/23,2.55
JOGULAMBA(GADWAL),Manopad,Manopad,77.95,15.97,01/07/23,5.96
JOGULAMBA(GADWAL),Undavelli,Pullur,78.01,15.92,01/07/23,19.45
JOGULAMBA(GADWAL),Undavelli,Undavally,78.04,15.93,01/07/23,5.28
JOGULAMBA(GADWAL),Waddepalle,Santhinagar,77.84,15.94,01/07/23,0.4
KAMAREDDY,Banswada,Bansawada,77.88,18.39,01/07/23,2.95
KAMAREDDY,Banswada,Budimi,77.89,18.34,01/07/23,0.59
KAMAREDDY,Bhiknur,Bhiknoor,78.4,18.2,01/07/23,4.27
KAMAREDDY,Bhiknur,Issannapally,78.48,18.14,01/07/23,10.21
KAMAREDDY,Bhiknur,P.D.Mallareddy,78.45,18.17,01/07/23,21.6
KAMAREDDY,Bibipet,Bibipet,78.52,18.21,01/07/23,16.17
KAMAREDDY,Bichkunda,Pulkal,77.77,18.4,01/07/23,0.45
KAMAREDDY,Birkoor,Birkur,77.8,18.47,01/07/23,4.8
KAMAREDDY,Domakonda,Domakonda,78.44,18.25,01/07/23,16.37
KAMAREDDY,Gandhari,Gandhari,78.11,18.4,01/07/23,2.67
KAMAREDDY,Gandhari,Ramlaxmanpally,78.13,18.32,01/07/23,15.71
KAMAREDDY,Gandhari,Sarvapoor,77.99,18.36,01/07/23,15.69
KAMAREDDY,Jukkal,Jukkal,77.6,18.36,01/07/23,3.72
KAMAREDDY,Jukkal,Savargao,77.65,18.32,01/07/23,3.1
KAMAREDDY,Kamareddy,Adloor,78.34,18.34,01/07/23,14.52
KAMAREDDY,Kamareddy,Narasannapally,78.36,18.27,01/07/23,15.41
KAMAREDDY,Lingampet,Bhavanipet,78.06,18.28,01/07/23,4.9
KAMAREDDY,Lingampet,Khannapur,78.16,18.19,01/07/23,17.6
KAMAREDDY,Lingampet,Mothe,78.17,18.31,01/07/23,15.56
KAMAREDDY,Machareddy,Machareddy,78.49,18.33,01/07/23,7.49
KAMAREDDY,Madnur,Menoor,77.65,18.48,01/07/23,3.96
KAMAREDDY,Madnur,SOMUR,77.6,18.42,01/07/23,4.74
KAMAREDDY,Naga_Reddipet,Banjara Thanda,78.08,18.14,01/07/23,10.53
KAMAREDDY,Naga_Reddipet,Malthummeda,78.14,18.11,01/07/23,12
KAMAREDDY,Naga_Reddipet,Nasurullabad,77.87,18.47,01/07/23,0.59
KAMAREDDY,Nizamsagar,Achampet,77.93,18.21,01/07/23,7.42
KAMAREDDY,Nizamsagar,Mohammadnagar,77.91,18.29,01/07/23,2.32
KAMAREDDY,Pedda Kodapgal,Shanthapur,77.73,18.33,01/07/23,5.93
KAMAREDDY,Pedda Kodapgal,Maddela Cheruvu,77.85,18.35,01/07/23,8.04
KAMAREDDY,Rajampet,Argonda,78.27,18.23,01/07/23,11.2
KAMAREDDY,Rajampet,Kondapur,78.29,18.18,01/07/23,8.12
KAMAREDDY,Ramareddy,Reddypet,78.42,18.41,01/07/23,10.25
KAMAREDDY,Sadasivanagar,Sadasivanagar,78.26,18.41,01/07/23,6
KAMAREDDY,Tadwai,Yerrapahad,78.22,18.29,01/07/23,0.27
KAMAREDDY,Tadwai,Annaram,78.24,18.35,01/07/23,13.42
KAMAREDDY,Yellareddy,Yellareddy,78.02,18.19,01/07/23,13.7
KAMAREDDY,Banswada,HANMAJIPET ,78,18.43,01/07/23,5.49
KAMAREDDY,Bhiknur,KACHAPOOR ,78.45,18.19,01/07/23,11.59
KAMAREDDY,Bhiknur,MALLUPALLY ,78.45,18.16,01/07/23,22.9
KAMAREDDY,Bichkunda,DOULTHAPUR ,77.7,18.38,01/07/23,2.84
KAMAREDDY,Bichkunda,GUNDE NEMLI ,77.81,18.36,01/07/23,
KAMAREDDY,Bichkunda,PD DADGI ,77.74,18.37,01/07/23,15.74
KAMAREDDY,Domakonda,AMBERPET ,78.49,18.26,01/07/23,7.09
KAMAREDDY,Domakonda,ANCHANOOR ,78.46,18.24,01/07/23,19.32
KAMAREDDY,Gandhari,CHADMAL ,78.08,18.46,01/07/23,8.75
KAMAREDDY,Gandhari,GURJAL ,78.14,18.36,01/07/23,16.35
KAMAREDDY,Lingampet,LINGAMPET ,78.13,18.24,01/07/23,1.58
KAMAREDDY,Lingampet,PARMALLA,78.13,18.2,01/07/23,9.07
KAMAREDDY,Machareddy,RAJKHANPET ,78.52,18.36,01/07/23,7.93
KAMAREDDY,Madnur,MADNOOR ,77.63,18.5,01/07/23,3.03
KAMAREDDY,Madnur,RUSEGAON,77.68,18.44,01/07/23,0.73
KAMAREDDY,Naga_Reddipet,WADALPARTHY ,78.15,18.14,01/07/23,18.48
KAMAREDDY,Naga_Reddipet,BOMMADEVPALLY ,77.9,18.47,01/07/23,0.68
KAMAREDDY,Naga_Reddipet,BOPPASPALLY ,77.84,18.49,01/07/23,1.49
KAMAREDDY,Naga_Reddipet,MIRZAPUR ,77.84,18.45,01/07/23,2.54
KAMAREDDY,Nizamsagar,BURGUL ,77.94,18.26,01/07/23,1.61
KAMAREDDY,Nizamsagar,NARVA ,77.97,18.26,01/07/23,0.78
KAMAREDDY,Nizamsagar,VELGANOOR ,77.87,18.2,01/07/23,10.08
KAMAREDDY,Pedda Kodapgal,CHILLARGI ,77.83,18.29,01/07/23,16.04
KAMAREDDY,Pedda Kodapgal,GODMAGAON ,77.76,18.23,01/07/23,16.72
KAMAREDDY,Pedda Kodapgal,KURTHI / RAMPUR,77.88,18.3,01/07/23,12.43
KAMAREDDY,Pedda Kodapgal,NAGAMPALLY ,77.85,18.25,01/07/23,10.78
KAMAREDDY,Pedda Kodapgal,PITLAM ,77.84,18.23,01/07/23,12.72
KAMAREDDY,Rajampet,SIDDAPOOR ,78.24,18.17,01/07/23,15.12
KAMAREDDY,Ramareddy,DEVANPALLE ,78.44,18.33,01/07/23,12.01
KAMAREDDY,Sadasivanagar,PADMAJI WADA ,78.24,18.43,01/07/23,4.1
KAMAREDDY,Sadasivanagar,UTNOOR ,78.19,18.44,01/07/23,2.81
KAMAREDDY,Tadwai,KANKAL,78.22,18.34,01/07/23,27.83
KAMAREDDY,Yellareddy,THIMMAREDDY ,78,18.24,01/07/23,12.43
KAMAREDDY,Yellareddy,YELLAREDDY ,78.01,18.2,01/07/23,13.7
KARIMNAGAR,Chigurumamidi,Bommanapalli,79.23,18.21,01/07/23,
KARIMNAGAR,Chigurumamidi,Chigurumamidi,79.15,18.26,01/07/23,9.13
KARIMNAGAR,Chigurumamidi,Ramancha,79.2,18.24,01/07/23,7.17
KARIMNAGAR,Choppadandi,Rukmapur,79.15,18.53,01/07/23,3.34
KARIMNAGAR,Ellandakunta,Illanthukunta ,79.51,18.3,01/07/23,
KARIMNAGAR,Gangadhara,Burugupally,79.03,18.64,01/07/23,3.01
KARIMNAGAR,Gangadhara,Gangadhara,79.01,18.58,01/07/23,13.8
KARIMNAGAR,Gannervaram,Mylaram,79.078,18.368,01/07/23,3
KARIMNAGAR,Huzurabad,Huzurabad,79.41,18.19,01/07/23,5.39
KARIMNAGAR,Jammikunta,Vavilala,79.55,18.4,01/07/23,2.31
KARIMNAGAR,Karimnagar (Rural-I),Nagnur,79.14,18.5,01/07/23,1.2
KARIMNAGAR,Karimnagar,Karimnagar,79.13,18.44,01/07/23,0.05
KARIMNAGAR,Shankarapatnam,Thadikal,79.29,18.31,01/07/23,3.18
KARIMNAGAR,Manakondur,Laxmipur,79.29,18.45,01/07/23,1.21
KARIMNAGAR,Ramadugu,Gundi,79.09,18.62,01/07/23,0.45
KARIMNAGAR,V_Saidapur,Saidapur,79.31,18.21,01/07/23,0.59
KARIMNAGAR,Thimmapur,Alugunur,79.15,18.4,01/07/23,5.67
KARIMNAGAR,Thimmapur,Nedunur,79.14,18.31,01/07/23,6.7
KARIMNAGAR,Veenavanka,Veenavanka,79.42,18.35,01/07/23,4.31
KHAMMAM,Bonakal,Mustikunta,80.22,17.04,01/07/23,1.8
KHAMMAM,Bonakal,Pedabeeravalli,80.3,17.05,01/07/23,1.95
KHAMMAM,Chinthakani,Pandillapalli,80.18,17.15,01/07/23,3.38
KHAMMAM,Enkuru,Enkoor,80.44,17.33,01/07/23,6.8
KHAMMAM,Enkuru,Timmaraopeta,80.37,17.37,01/07/23,2.9
KHAMMAM,Kalluru,Kallur,80.55,17.21,01/07/23,2.4
KHAMMAM,Kamepalle,Kothalingala,80.24,17.43,01/07/23,6.3
KHAMMAM,Kamepalle,Ootkuru,80.3,17.46,01/07/23,9.4
KHAMMAM,Khammam_Rural,Theerthala,80.14,17.37,01/07/23,5.12
KHAMMAM,Khammam_Rural,M.V.Palem,80.1,17.3,01/07/23,5.4
KHAMMAM,Khammam_Urban,Khammam I,80.13,17.23,01/07/23,0.8
KHAMMAM,Khammam_Urban,Khammam-II,80.14,17.25,01/07/23,1.4
KHAMMAM,Konijerla,Gubbagurthi,80.36,17.28,01/07/23,3.5
KHAMMAM,Konijerla,Konijerla,80.29,17.22,01/07/23,1.01
KHAMMAM,Kusumanchi,Jakkapally,79.97,17.14,01/07/23,3.2
KHAMMAM,Kusumanchi,Kusumanchi,79.96,17.22,01/07/23,10.1
KHAMMAM,Madhira,Madhira,80.37,16.92,01/07/23,8.3
KHAMMAM,Madhira,Nidhanapuram,80.42,16.92,01/07/23,2.8
KHAMMAM,Mudigonda,Banapuram,80.12,17.06,01/07/23,2.9
KHAMMAM,Mudigonda,Mudigonda,80.1,17.19,01/07/23,1.9
KHAMMAM,Nelakondapalle,Bodulabanda,80.02,17.09,01/07/23,3.1
KHAMMAM,Nelakondapalle,Buddaram,80.06,17.02,01/07/23,3.8
KHAMMAM,Penuballi,Lankapalli,80.74,17.2,01/07/23,12.01
KHAMMAM,Penuballi,Lingagudem,80.66,17.26,01/07/23,
KHAMMAM,Penuballi,Penuballi,80.67,17.21,01/07/23,2.65
KHAMMAM,Penuballi,Tallapenta,80.62,17.23,01/07/23,2.29
KHAMMAM,Raghunadhapalem,Erlapudi,80.27,17.32,01/07/23,8.1
KHAMMAM,Sathupalle,Cherukupalli,80.78,17.26,01/07/23,4.1
KHAMMAM,Sathupalle,Prakashnagar,80.89,17.19,01/07/23,32.7
KHAMMAM,Singareni,Madharam,80.23,17.54,01/07/23,5.1
KHAMMAM,Thallada,Anjanapuram,80.46,17.21,01/07/23,3.5
KHAMMAM,Thallada,Laxmipuram,80.48,17.17,01/07/23,3.1
KHAMMAM,Thirumalayapalem,Kakaravai,79.84,17.31,01/07/23,2.4
KHAMMAM,Thirumalayapalem,Tippareddigudem,79.98,17.37,01/07/23,3.6
KHAMMAM,Thirumalayapalem,Bachode,79.9,17.3,01/07/23,5.81
KHAMMAM,Thirumalayapalem,Tirumalayapalem,80.05,17.32,01/07/23,6.05
KHAMMAM,Vemsoor,Vemsur,80.81,17.14,01/07/23,2.3
KHAMMAM,Vemsoor,Kallurigudem,80.75,17.11,01/07/23,3.7
KHAMMAM,Vemsoor,Kandukuru,80.84,17.07,01/07/23,4.7
KHAMMAM,Wyra,Siripuram,80.48,16.86,01/07/23,3.26
KHAMMAM,Yerrupalem,Banigandlapadu,80.48,16.86,01/07/23,11.42
KHAMMAM,Yerrupalem,Bheemavaram,80.51,16.94,01/07/23,5.04
KUMURAM BHEEM,Asifabad,Asifabad,79.29,19.36,01/07/23,18.12
KUMURAM BHEEM,Asifabad,Kommuguda,79.25,19.39,01/07/23,0.74
KUMURAM BHEEM,Bejjur,Bejjur,79.86,19.36,01/07/23,2.52
